trueloc,n_players,alpha,prop,eps,mech,util,ent,util_se
0.5368101596832275,20,0.001,0,0.1,median,1.5064208507537842,0.0,0.0
0.5368101596832275,20,0.001,0,0.1,chen12,1.7063915729522705,0.0,0.010229249484837055
0.00039211841067299247,20,0.001,0,0.1,median,1.9571611881256104,0.0,3.7697287069704544e-08
0.00039211841067299247,20,0.001,0,0.1,chen12,1.757190465927124,0.0,0.010229246690869331
0.0432310551404953,20,0.001,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.001,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.00980296079069376,20,0.001,0,0.1,median,1.9665720462799072,0.0,3.7697287069704544e-08
0.00980296079069376,20,0.001,0,0.1,chen12,1.7666012048721313,0.0,0.01022924855351448
0.0432310551404953,20,0.001,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.001,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.007940398529171944,20,0.001,0,0.1,median,1.9647095203399658,0.0,7.539457413940909e-08
0.007940398529171944,20,0.001,0,0.1,chen12,1.76473867893219,0.0,0.010229239240288734
0.016567004844546318,20,0.001,0,0.1,median,1.973335862159729,0.0,3.7697287069704544e-08
0.016567004844546318,20,0.001,0,0.1,chen12,1.7733653783798218,0.0,0.010229246690869331
0.7764924764633179,20,0.001,0,0.1,median,1.2667386531829834,0.0,0.0
0.7764924764633179,20,0.001,0,0.1,chen12,1.4667092561721802,0.0,0.01022923644632101
0.2165473997592926,20,0.001,0,0.1,median,1.8266836404800415,0.0,0.0
0.2165473997592926,20,0.001,0,0.1,chen12,1.9661699533462524,0.0,0.00782529916614294
0.6431722640991211,20,0.001,0,0.1,median,1.4000587463378906,0.0,0.0
0.6431722640991211,20,0.001,0,0.1,chen12,1.6000293493270874,0.0,0.010229249484837055
0.0008822664967738092,20,0.001,0,0.1,median,1.9576513767242432,0.0,3.7697287069704544e-08
0.0008822664967738092,20,0.001,0,0.1,chen12,1.7576805353164673,0.0,0.01022923644632101
0.0015684736426919699,20,0.001,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.001,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.06626801937818527,20,0.001,0,0.1,median,1.9769630432128906,0.0,0.0
0.06626801937818527,20,0.001,0,0.1,chen12,1.8230663537979126,0.0,0.010229243896901608
0.4667189121246338,20,0.001,0,0.1,median,1.576512098312378,0.0,0.0
0.4667189121246338,20,0.001,0,0.1,chen12,1.7764828205108643,0.0,0.010229249484837055
0.6916968822479248,20,0.001,0,0.1,median,1.351534128189087,0.0,0.0
0.6916968822479248,20,0.001,0,0.1,chen12,1.5515047311782837,0.0,0.010229249484837055
0.022056661546230316,20,0.001,0,0.1,median,1.978825330734253,0.0,7.539457413940909e-08
0.022056661546230316,20,0.001,0,0.1,chen12,1.7788549661636353,0.0,0.010229239240288734
0.10675423592329025,20,0.001,0,0.1,median,1.9364769458770752,0.0,3.7697287069704544e-08
0.10675423592329025,20,0.001,0,0.1,chen12,1.8635526895523071,0.0,0.010229242034256458
0.08822664618492126,20,0.001,0,0.1,median,1.955004334449768,0.0,3.7697287069704544e-08
0.08822664618492126,20,0.001,0,0.1,chen12,1.8450250625610352,0.0,0.010229239240288734
0.0015684736426919699,20,0.001,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.001,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.0432310551404953,20,0.001,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.001,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
mean,20,0.001,0,0.1,median,1.8255659341812134,0.0,3.769728732309794e-08
mean,20,0.001,0,0.1,chen12,1.7557092905044556,0.0,0.0049467829414850594
0.5368101596832275,20,0.0021544346900318843,0,0.1,median,1.5064208507537842,0.0,0.0
0.5368101596832275,20,0.0021544346900318843,0,0.1,chen12,1.7063915729522705,0.0,0.010229249484837055
0.00039211841067299247,20,0.0021544346900318843,0,0.1,median,1.9571611881256104,0.0,3.7697287069704544e-08
0.00039211841067299247,20,0.0021544346900318843,0,0.1,chen12,1.757190465927124,0.0,0.010229246690869331
0.0432310551404953,20,0.0021544346900318843,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.0021544346900318843,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.00980296079069376,20,0.0021544346900318843,0,0.1,median,1.9665720462799072,0.0,3.7697287069704544e-08
0.00980296079069376,20,0.0021544346900318843,0,0.1,chen12,1.7666012048721313,0.0,0.01022924855351448
0.0432310551404953,20,0.0021544346900318843,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.0021544346900318843,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.007940398529171944,20,0.0021544346900318843,0,0.1,median,1.9647095203399658,0.0,7.539457413940909e-08
0.007940398529171944,20,0.0021544346900318843,0,0.1,chen12,1.76473867893219,0.0,0.010229239240288734
0.016567004844546318,20,0.0021544346900318843,0,0.1,median,1.973335862159729,0.0,3.7697287069704544e-08
0.016567004844546318,20,0.0021544346900318843,0,0.1,chen12,1.7733653783798218,0.0,0.010229246690869331
0.7764924764633179,20,0.0021544346900318843,0,0.1,median,1.2667386531829834,0.0,0.0
0.7764924764633179,20,0.0021544346900318843,0,0.1,chen12,1.4667092561721802,0.0,0.01022923644632101
0.2165473997592926,20,0.0021544346900318843,0,0.1,median,1.8266836404800415,0.0,0.0
0.2165473997592926,20,0.0021544346900318843,0,0.1,chen12,1.9661699533462524,0.0,0.00782529916614294
0.6431722640991211,20,0.0021544346900318843,0,0.1,median,1.4000587463378906,0.0,0.0
0.6431722640991211,20,0.0021544346900318843,0,0.1,chen12,1.6000293493270874,0.0,0.010229249484837055
0.0008822664967738092,20,0.0021544346900318843,0,0.1,median,1.9576513767242432,0.0,3.7697287069704544e-08
0.0008822664967738092,20,0.0021544346900318843,0,0.1,chen12,1.7576805353164673,0.0,0.01022923644632101
0.0015684736426919699,20,0.0021544346900318843,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.0021544346900318843,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.06626801937818527,20,0.0021544346900318843,0,0.1,median,1.9769630432128906,0.0,0.0
0.06626801937818527,20,0.0021544346900318843,0,0.1,chen12,1.8230663537979126,0.0,0.010229243896901608
0.4667189121246338,20,0.0021544346900318843,0,0.1,median,1.576512098312378,0.0,0.0
0.4667189121246338,20,0.0021544346900318843,0,0.1,chen12,1.7764828205108643,0.0,0.010229249484837055
0.6916968822479248,20,0.0021544346900318843,0,0.1,median,1.351534128189087,0.0,0.0
0.6916968822479248,20,0.0021544346900318843,0,0.1,chen12,1.5515047311782837,0.0,0.010229249484837055
0.022056661546230316,20,0.0021544346900318843,0,0.1,median,1.978825330734253,0.0,7.539457413940909e-08
0.022056661546230316,20,0.0021544346900318843,0,0.1,chen12,1.7788549661636353,0.0,0.010229239240288734
0.10675423592329025,20,0.0021544346900318843,0,0.1,median,1.9364769458770752,0.0,3.7697287069704544e-08
0.10675423592329025,20,0.0021544346900318843,0,0.1,chen12,1.8635526895523071,0.0,0.010229242034256458
0.08822664618492126,20,0.0021544346900318843,0,0.1,median,1.955004334449768,0.0,3.7697287069704544e-08
0.08822664618492126,20,0.0021544346900318843,0,0.1,chen12,1.8450250625610352,0.0,0.010229239240288734
0.0015684736426919699,20,0.0021544346900318843,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.0021544346900318843,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.0432310551404953,20,0.0021544346900318843,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.0021544346900318843,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
mean,20,0.0021544346900318843,0,0.1,median,1.8255659341812134,0.0,3.769728732309794e-08
mean,20,0.0021544346900318843,0,0.1,chen12,1.7557092905044556,0.0,0.0049467829414850594
0.5368101596832275,20,0.004641588833612777,0,0.1,median,1.5064208507537842,0.0,0.0
0.5368101596832275,20,0.004641588833612777,0,0.1,chen12,1.7063915729522705,0.0,0.010229249484837055
0.00039211841067299247,20,0.004641588833612777,0,0.1,median,1.9571611881256104,0.0,3.7697287069704544e-08
0.00039211841067299247,20,0.004641588833612777,0,0.1,chen12,1.757190465927124,0.0,0.010229246690869331
0.0432310551404953,20,0.004641588833612777,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.004641588833612777,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.00980296079069376,20,0.004641588833612777,0,0.1,median,1.9665720462799072,0.0,3.7697287069704544e-08
0.00980296079069376,20,0.004641588833612777,0,0.1,chen12,1.7666012048721313,0.0,0.01022924855351448
0.0432310551404953,20,0.004641588833612777,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.004641588833612777,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.007940398529171944,20,0.004641588833612777,0,0.1,median,1.9647095203399658,0.0,7.539457413940909e-08
0.007940398529171944,20,0.004641588833612777,0,0.1,chen12,1.76473867893219,0.0,0.010229239240288734
0.016567004844546318,20,0.004641588833612777,0,0.1,median,1.973335862159729,0.0,3.7697287069704544e-08
0.016567004844546318,20,0.004641588833612777,0,0.1,chen12,1.7733653783798218,0.0,0.010229246690869331
0.7764924764633179,20,0.004641588833612777,0,0.1,median,1.2667386531829834,0.0,0.0
0.7764924764633179,20,0.004641588833612777,0,0.1,chen12,1.4667092561721802,0.0,0.01022923644632101
0.2165473997592926,20,0.004641588833612777,0,0.1,median,1.8266836404800415,0.0,0.0
0.2165473997592926,20,0.004641588833612777,0,0.1,chen12,1.9661699533462524,0.0,0.00782529916614294
0.6431722640991211,20,0.004641588833612777,0,0.1,median,1.4000587463378906,0.0,0.0
0.6431722640991211,20,0.004641588833612777,0,0.1,chen12,1.6000293493270874,0.0,0.010229249484837055
0.0008822664967738092,20,0.004641588833612777,0,0.1,median,1.9576513767242432,0.0,3.7697287069704544e-08
0.0008822664967738092,20,0.004641588833612777,0,0.1,chen12,1.7576805353164673,0.0,0.01022923644632101
0.0015684736426919699,20,0.004641588833612777,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.004641588833612777,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.06626801937818527,20,0.004641588833612777,0,0.1,median,1.9769630432128906,0.0,0.0
0.06626801937818527,20,0.004641588833612777,0,0.1,chen12,1.8230663537979126,0.0,0.010229243896901608
0.4667189121246338,20,0.004641588833612777,0,0.1,median,1.576512098312378,0.0,0.0
0.4667189121246338,20,0.004641588833612777,0,0.1,chen12,1.7764828205108643,0.0,0.010229249484837055
0.6916968822479248,20,0.004641588833612777,0,0.1,median,1.351534128189087,0.0,0.0
0.6916968822479248,20,0.004641588833612777,0,0.1,chen12,1.5515047311782837,0.0,0.010229249484837055
0.022056661546230316,20,0.004641588833612777,0,0.1,median,1.978825330734253,0.0,7.539457413940909e-08
0.022056661546230316,20,0.004641588833612777,0,0.1,chen12,1.7788549661636353,0.0,0.010229239240288734
0.10675423592329025,20,0.004641588833612777,0,0.1,median,1.9364769458770752,0.0,3.7697287069704544e-08
0.10675423592329025,20,0.004641588833612777,0,0.1,chen12,1.8635526895523071,0.0,0.010229242034256458
0.08822664618492126,20,0.004641588833612777,0,0.1,median,1.955004334449768,0.0,3.7697287069704544e-08
0.08822664618492126,20,0.004641588833612777,0,0.1,chen12,1.8450250625610352,0.0,0.010229239240288734
0.0015684736426919699,20,0.004641588833612777,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.004641588833612777,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.0432310551404953,20,0.004641588833612777,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.004641588833612777,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
mean,20,0.004641588833612777,0,0.1,median,1.8255659341812134,0.0,3.769728732309794e-08
mean,20,0.004641588833612777,0,0.1,chen12,1.7557092905044556,0.0,0.0049467829414850594
0.5368101596832275,20,0.01,0,0.1,median,1.5064208507537842,0.0,0.0
0.5368101596832275,20,0.01,0,0.1,chen12,1.7063915729522705,0.0,0.010229249484837055
0.00039211841067299247,20,0.01,0,0.1,median,1.9571611881256104,0.0,3.7697287069704544e-08
0.00039211841067299247,20,0.01,0,0.1,chen12,1.757190465927124,0.0,0.010229246690869331
0.0432310551404953,20,0.01,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.01,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.00980296079069376,20,0.01,0,0.1,median,1.9665720462799072,0.0,3.7697287069704544e-08
0.00980296079069376,20,0.01,0,0.1,chen12,1.7666012048721313,0.0,0.01022924855351448
0.0432310551404953,20,0.01,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.01,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.007940398529171944,20,0.01,0,0.1,median,1.9647095203399658,0.0,7.539457413940909e-08
0.007940398529171944,20,0.01,0,0.1,chen12,1.76473867893219,0.0,0.010229239240288734
0.016567004844546318,20,0.01,0,0.1,median,1.973335862159729,0.0,3.7697287069704544e-08
0.016567004844546318,20,0.01,0,0.1,chen12,1.7733653783798218,0.0,0.010229246690869331
0.7764924764633179,20,0.01,0,0.1,median,1.2667386531829834,0.0,0.0
0.7764924764633179,20,0.01,0,0.1,chen12,1.4667092561721802,0.0,0.01022923644632101
0.2165473997592926,20,0.01,0,0.1,median,1.8266836404800415,0.0,0.0
0.2165473997592926,20,0.01,0,0.1,chen12,1.9661699533462524,0.0,0.00782529916614294
0.6431722640991211,20,0.01,0,0.1,median,1.4000587463378906,0.0,0.0
0.6431722640991211,20,0.01,0,0.1,chen12,1.6000293493270874,0.0,0.010229249484837055
0.0008822664967738092,20,0.01,0,0.1,median,1.9576513767242432,0.0,3.7697287069704544e-08
0.0008822664967738092,20,0.01,0,0.1,chen12,1.7576805353164673,0.0,0.01022923644632101
0.0015684736426919699,20,0.01,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.01,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.06626801937818527,20,0.01,0,0.1,median,1.9769630432128906,0.0,0.0
0.06626801937818527,20,0.01,0,0.1,chen12,1.8230663537979126,0.0,0.010229243896901608
0.4667189121246338,20,0.01,0,0.1,median,1.576512098312378,0.0,0.0
0.4667189121246338,20,0.01,0,0.1,chen12,1.7764828205108643,0.0,0.010229249484837055
0.6916968822479248,20,0.01,0,0.1,median,1.351534128189087,0.0,0.0
0.6916968822479248,20,0.01,0,0.1,chen12,1.5515047311782837,0.0,0.010229249484837055
0.022056661546230316,20,0.01,0,0.1,median,1.978825330734253,0.0,7.539457413940909e-08
0.022056661546230316,20,0.01,0,0.1,chen12,1.7788549661636353,0.0,0.010229239240288734
0.10675423592329025,20,0.01,0,0.1,median,1.9364769458770752,0.0,3.7697287069704544e-08
0.10675423592329025,20,0.01,0,0.1,chen12,1.8635526895523071,0.0,0.010229242034256458
0.08822664618492126,20,0.01,0,0.1,median,1.955004334449768,0.0,3.7697287069704544e-08
0.08822664618492126,20,0.01,0,0.1,chen12,1.8450250625610352,0.0,0.010229239240288734
0.0015684736426919699,20,0.01,0,0.1,median,1.958337426185608,0.0,0.0
0.0015684736426919699,20,0.01,0,0.1,chen12,1.7583668231964111,0.0,0.010229246690869331
0.0432310551404953,20,0.01,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.01,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
mean,20,0.01,0,0.1,median,1.8255659341812134,0.0,3.769728732309794e-08
mean,20,0.01,0,0.1,chen12,1.7557092905044556,0.0,0.0049467829414850594
0.5368101596832275,20,0.021544346900318832,0,0.1,median,1.5064208507537842,0.0,0.0
0.5368101596832275,20,0.021544346900318832,0,0.1,chen12,1.7063915729522705,0.0,0.010229249484837055
0.00039211841067299247,20,0.021544346900318832,0,0.1,median,1.9571611881256104,0.0,3.7697287069704544e-08
0.00039211841067299247,20,0.021544346900318832,0,0.1,chen12,1.757190465927124,0.0,0.010229246690869331
0.0432310551404953,20,0.021544346900318832,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.021544346900318832,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.00980296079069376,20,0.021544346900318832,0,0.1,median,1.9665720462799072,0.0,3.7697287069704544e-08
0.00980296079069376,20,0.021544346900318832,0,0.1,chen12,1.7666012048721313,0.0,0.01022924855351448
0.0432310551404953,20,0.021544346900318832,0,0.1,median,2.0,0.0,0.0
0.0432310551404953,20,0.021544346900318832,0,0.1,chen12,1.8000293970108032,0.0,0.010229240171611309
0.007940398529171944,20,0.021544346900318832,0,0.1,median,1.9647095203399658,0.0,7.539457413940909e-08
0.007940398529171944,20,0.021544346900318832,0,0.1,chen12,1.76473867893219,0.0,0.010229239240288734
0.016567004844546318,20,0.021544346900318832,0,0.1,median,1.973335862159729,0.0,3.7697287069704544e-08
0.016567004844546318,20,0.021544346900318832,0,0.1,chen12,1.7733653783798218,0.0,0.010229246690869331
0.7764924764633179,20,0.021544346900318832,0,0.1,median,1.2667386531829834,0.0,0.0
0.7764924764633179,20,0.021544346900318832,0,0.1,chen12,1.4667092561721802,0.0,0.01022923644632101
0.2165473997592926,20,0.021544346900318832,0,0.1,median,1.8266836404800415,0.0,0.0
