trueloc,n_players,alpha,prop,eps,mech,selection_prop
-1.0,1,1,0,0.1,median,0.05
-0.8947368421052632,1,1,0,0.1,median,0.05
-0.7894736842105263,1,1,0,0.1,median,0.01
-0.6842105263157895,1,1,0,0.1,median,0.04
-0.5789473684210527,1,1,0,0.1,median,0.06
-0.4736842105263158,1,1,0,0.1,median,0.03
-0.368421052631579,1,1,0,0.1,median,0.02
-0.26315789473684215,1,1,0,0.1,median,0.09
-0.1578947368421053,1,1,0,0.1,median,0.08
-0.052631578947368474,1,1,0,0.1,median,0.1
0.05263157894736836,1,1,0,0.1,median,0.05
0.1578947368421053,1,1,0,0.1,median,0.04
0.26315789473684204,1,1,0,0.1,median,0.02
0.368421052631579,1,1,0,0.1,median,0.03
0.4736842105263157,1,1,0,0.1,median,0.04
0.5789473684210527,1,1,0,0.1,median,0.06
0.6842105263157894,1,1,0,0.1,median,0.07
0.7894736842105263,1,1,0,0.1,median,0.05
0.894736842105263,1,1,0,0.1,median,0.03
1.0,1,1,0,0.1,median,0.08
-0.4736842105263158,1,1,0,0.1,chen12,0.01
-0.368421052631579,1,1,0,0.1,chen12,0.01
-0.26315789473684215,1,1,0,0.1,chen12,0.06
-0.1578947368421053,1,1,0,0.1,chen12,0.15
-0.052631578947368474,1,1,0,0.1,chen12,0.22
0.05263157894736836,1,1,0,0.1,chen12,0.21
0.1578947368421053,1,1,0,0.1,chen12,0.22
0.26315789473684204,1,1,0,0.1,chen12,0.06
0.368421052631579,1,1,0,0.1,chen12,0.05
0.4736842105263157,1,1,0,0.1,chen12,0.01
-0.8947368421052632,3,1,0,0.1,median,0.01
-0.7894736842105263,3,1,0,0.1,median,0.02
-0.6842105263157895,3,1,0,0.1,median,0.05
-0.5789473684210527,3,1,0,0.1,median,0.1
-0.4736842105263158,3,1,0,0.1,median,0.04
-0.368421052631579,3,1,0,0.1,median,0.04
-0.26315789473684215,3,1,0,0.1,median,0.13
-0.1578947368421053,3,1,0,0.1,median,0.09
-0.052631578947368474,3,1,0,0.1,median,0.07
0.05263157894736836,3,1,0,0.1,median,0.08
0.1578947368421053,3,1,0,0.1,median,0.07
0.26315789473684204,3,1,0,0.1,median,0.03
0.368421052631579,3,1,0,0.1,median,0.06
0.4736842105263157,3,1,0,0.1,median,0.05
0.5789473684210527,3,1,0,0.1,median,0.05
0.6842105263157894,3,1,0,0.1,median,0.06
0.7894736842105263,3,1,0,0.1,median,0.02
0.894736842105263,3,1,0,0.1,median,0.03
-0.368421052631579,3,1,0,0.1,chen12,0.01
-0.26315789473684215,3,1,0,0.1,chen12,0.01
-0.1578947368421053,3,1,0,0.1,chen12,0.15
-0.052631578947368474,3,1,0,0.1,chen12,0.22
0.05263157894736836,3,1,0,0.1,chen12,0.19
0.1578947368421053,3,1,0,0.1,chen12,0.26
0.26315789473684204,3,1,0,0.1,chen12,0.11
0.368421052631579,3,1,0,0.1,chen12,0.03
0.4736842105263157,3,1,0,0.1,chen12,0.02
-0.6842105263157895,5,1,0,0.1,median,0.02
-0.5789473684210527,5,1,0,0.1,median,0.04
-0.4736842105263158,5,1,0,0.1,median,0.04
-0.368421052631579,5,1,0,0.1,median,0.07
-0.26315789473684215,5,1,0,0.1,median,0.13
-0.1578947368421053,5,1,0,0.1,median,0.11
-0.052631578947368474,5,1,0,0.1,median,0.15
0.05263157894736836,5,1,0,0.1,median,0.1
0.1578947368421053,5,1,0,0.1,median,0.07
0.26315789473684204,5,1,0,0.1,median,0.07
0.368421052631579,5,1,0,0.1,median,0.06
0.4736842105263157,5,1,0,0.1,median,0.05
0.5789473684210527,5,1,0,0.1,median,0.05
0.6842105263157894,5,1,0,0.1,median,0.03
0.894736842105263,5,1,0,0.1,median,0.01
-0.368421052631579,5,1,0,0.1,chen12,0.01
-0.26315789473684215,5,1,0,0.1,chen12,0.07
-0.1578947368421053,5,1,0,0.1,chen12,0.13
-0.052631578947368474,5,1,0,0.1,chen12,0.24
0.05263157894736836,5,1,0,0.1,chen12,0.28
0.1578947368421053,5,1,0,0.1,chen12,0.13
0.26315789473684204,5,1,0,0.1,chen12,0.11
0.368421052631579,5,1,0,0.1,chen12,0.02
0.4736842105263157,5,1,0,0.1,chen12,0.01
-0.8947368421052632,7,1,0,0.1,median,0.01
-0.7894736842105263,7,1,0,0.1,median,0.01
-0.6842105263157895,7,1,0,0.1,median,0.01
-0.5789473684210527,7,1,0,0.1,median,0.06
-0.4736842105263158,7,1,0,0.1,median,0.01
-0.368421052631579,7,1,0,0.1,median,0.03
-0.26315789473684215,7,1,0,0.1,median,0.11
-0.1578947368421053,7,1,0,0.1,median,0.1
-0.052631578947368474,7,1,0,0.1,median,0.16
0.05263157894736836,7,1,0,0.1,median,0.1
0.1578947368421053,7,1,0,0.1,median,0.13
0.26315789473684204,7,1,0,0.1,median,0.07
0.368421052631579,7,1,0,0.1,median,0.09
0.4736842105263157,7,1,0,0.1,median,0.05
0.5789473684210527,7,1,0,0.1,median,0.01
0.6842105263157894,7,1,0,0.1,median,0.04
0.7894736842105263,7,1,0,0.1,median,0.01
-0.368421052631579,7,1,0,0.1,chen12,0.01
-0.26315789473684215,7,1,0,0.1,chen12,0.06
-0.1578947368421053,7,1,0,0.1,chen12,0.09
-0.052631578947368474,7,1,0,0.1,chen12,0.22
0.05263157894736836,7,1,0,0.1,chen12,0.24
0.1578947368421053,7,1,0,0.1,chen12,0.2
0.26315789473684204,7,1,0,0.1,chen12,0.13
0.368421052631579,7,1,0,0.1,chen12,0.03
0.4736842105263157,7,1,0,0.1,chen12,0.01
0.5789473684210527,7,1,0,0.1,chen12,0.01
-0.6842105263157895,9,1,0,0.1,median,0.01
-0.5789473684210527,9,1,0,0.1,median,0.04
-0.4736842105263158,9,1,0,0.1,median,0.01
-0.368421052631579,9,1,0,0.1,median,0.03
-0.26315789473684215,9,1,0,0.1,median,0.13
-0.1578947368421053,9,1,0,0.1,median,0.08
-0.052631578947368474,9,1,0,0.1,median,0.22
0.05263157894736836,9,1,0,0.1,median,0.12
0.1578947368421053,9,1,0,0.1,median,0.09
0.26315789473684204,9,1,0,0.1,median,0.12
0.368421052631579,9,1,0,0.1,median,0.05
0.4736842105263157,9,1,0,0.1,median,0.04
0.5789473684210527,9,1,0,0.1,median,0.04
0.6842105263157894,9,1,0,0.1,median,0.02
-0.4736842105263158,9,1,0,0.1,chen12,0.01
-0.368421052631579,9,1,0,0.1,chen12,0.02
-0.26315789473684215,9,1,0,0.1,chen12,0.02
-0.1578947368421053,9,1,0,0.1,chen12,0.15
-0.052631578947368474,9,1,0,0.1,chen12,0.23
0.05263157894736836,9,1,0,0.1,chen12,0.2
0.1578947368421053,9,1,0,0.1,chen12,0.18
0.26315789473684204,9,1,0,0.1,chen12,0.15
0.368421052631579,9,1,0,0.1,chen12,0.03
0.4736842105263157,9,1,0,0.1,chen12,0.01
-0.5789473684210527,11,1,0,0.1,median,0.03
-0.4736842105263158,11,1,0,0.1,median,0.03
-0.368421052631579,11,1,0,0.1,median,0.03
-0.26315789473684215,11,1,0,0.1,median,0.14
-0.1578947368421053,11,1,0,0.1,median,0.16
-0.052631578947368474,11,1,0,0.1,median,0.15
0.05263157894736836,11,1,0,0.1,median,0.11
0.1578947368421053,11,1,0,0.1,median,0.07
0.26315789473684204,11,1,0,0.1,median,0.13
0.368421052631579,11,1,0,0.1,median,0.1
0.4736842105263157,11,1,0,0.1,median,0.03
0.6842105263157894,11,1,0,0.1,median,0.02
-0.4736842105263158,11,1,0,0.1,chen12,0.02
-0.368421052631579,11,1,0,0.1,chen12,0.02
-0.26315789473684215,11,1,0,0.1,chen12,0.05
-0.1578947368421053,11,1,0,0.1,chen12,0.1
-0.052631578947368474,11,1,0,0.1,chen12,0.26
0.05263157894736836,11,1,0,0.1,chen12,0.23
0.1578947368421053,11,1,0,0.1,chen12,0.16
0.26315789473684204,11,1,0,0.1,chen12,0.07
0.368421052631579,11,1,0,0.1,chen12,0.08
0.4736842105263157,11,1,0,0.1,chen12,0.01
-0.5789473684210527,13,1,0,0.1,median,0.02
-0.4736842105263158,13,1,0,0.1,median,0.01
-0.368421052631579,13,1,0,0.1,median,0.03
-0.26315789473684215,13,1,0,0.1,median,0.15
-0.1578947368421053,13,1,0,0.1,median,0.11
-0.052631578947368474,13,1,0,0.1,median,0.2
0.05263157894736836,13,1,0,0.1,median,0.12
0.1578947368421053,13,1,0,0.1,median,0.12
0.26315789473684204,13,1,0,0.1,median,0.11
0.368421052631579,13,1,0,0.1,median,0.08
0.4736842105263157,13,1,0,0.1,median,0.02
0.5789473684210527,13,1,0,0.1,median,0.01
0.6842105263157894,13,1,0,0.1,median,0.02
-0.368421052631579,13,1,0,0.1,chen12,0.01
-0.26315789473684215,13,1,0,0.1,chen12,0.02
-0.1578947368421053,13,1,0,0.1,chen12,0.1
-0.052631578947368474,13,1,0,0.1,chen12,0.22
0.05263157894736836,13,1,0,0.1,chen12,0.28
0.1578947368421053,13,1,0,0.1,chen12,0.19
0.26315789473684204,13,1,0,0.1,chen12,0.12
0.368421052631579,13,1,0,0.1,chen12,0.05
0.4736842105263157,13,1,0,0.1,chen12,0.01
-0.5789473684210527,15,1,0,0.1,median,0.03
-0.4736842105263158,15,1,0,0.1,median,0.01
-0.368421052631579,15,1,0,0.1,median,0.01
-0.26315789473684215,15,1,0,0.1,median,0.11
-0.1578947368421053,15,1,0,0.1,median,0.18
-0.052631578947368474,15,1,0,0.1,median,0.23
0.05263157894736836,15,1,0,0.1,median,0.13
0.1578947368421053,15,1,0,0.1,median,0.11
0.26315789473684204,15,1,0,0.1,median,0.07
0.368421052631579,15,1,0,0.1,median,0.06
0.4736842105263157,15,1,0,0.1,median,0.05
0.5789473684210527,15,1,0,0.1,median,0.01
-0.26315789473684215,15,1,0,0.1,chen12,0.05
-0.1578947368421053,15,1,0,0.1,chen12,0.18
-0.052631578947368474,15,1,0,0.1,chen12,0.13
0.05263157894736836,15,1,0,0.1,chen12,0.24
0.1578947368421053,15,1,0,0.1,chen12,0.23
0.26315789473684204,15,1,0,0.1,chen12,0.11
0.368421052631579,15,1,0,0.1,chen12,0.04
0.4736842105263157,15,1,0,0.1,chen12,0.02
-0.5789473684210527,17,1,0,0.1,median,0.02
